,regulator,gene_id,effect
3295,hypT,b0733,+
3296,hypT,b0734,+
3297,hypT,b2762,+
3298,hypT,b3939,+
3299,hypT,b3940,+
3300,hypT,b4287,-
3301,hypT,b4288,-
3302,hypT,b4289,-
3303,hypT,b4290,-
3304,hypT,b4291,-
3305,iclR,b4014,-
3306,iclR,b4015,-
3307,iclR,b4016,-
3308,iclR,b4018,-
3309,idnR,b3437,-
3310,idnR,b4264,+
3311,idnR,b4265,+
3312,idnR,b4266,+
3313,idnR,b4267,+
3314,idnR,b4268,+
3315,idnR,b4476,-
3316,ihf,b0032,+-
3317,ihf,b0033,+-
3318,ihf,b0048,+
3319,ihf,b0124,+
3320,ihf,b0125,-
3321,ihf,b0720,+
3322,ihf,b0726,-
3323,ihf,b0727,-
3324,ihf,b0728,-
3325,ihf,b0729,-
3326,ihf,b0809,+
3327,ihf,b0810,+
3328,ihf,b0811,+
3329,ihf,b0812,+
3330,ihf,b0894,-
3331,ihf,b0895,-
3332,ihf,b0896,-
3333,ihf,b0903,+
3334,ihf,b0904,+
3335,ihf,b0912,-
3336,ihf,b0929,+-
3337,ihf,b0933,+-
3338,ihf,b0934,+-
3339,ihf,b0935,+-
3340,ihf,b0936,+-
3341,ihf,b0937,+-
3342,ihf,b1037,+
3343,ihf,b1038,+
3344,ihf,b1039,+
3345,ihf,b1040,+
3346,ihf,b1109,-
3347,ihf,b1210,+
3348,ihf,b1211,+
3349,ihf,b1212,+
3350,ihf,b1223,+
3351,ihf,b1224,+
3352,ihf,b1225,+
3353,ihf,b1226,+
3354,ihf,b1227,+
3355,ihf,b1304,+
3356,ihf,b1305,+
3357,ihf,b1306,+
3358,ihf,b1307,+
3359,ihf,b1308,+
3360,ihf,b1334,+
3361,ihf,b1387,+
3362,ihf,b1388,+
3363,ihf,b1389,+
3364,ihf,b1390,+
3365,ihf,b1391,+
3366,ihf,b1392,+
3367,ihf,b1393,+
3368,ihf,b1394,+
3369,ihf,b1395,+
3370,ihf,b1396,+
3371,ihf,b1397,+
3372,ihf,b1398,+
3373,ihf,b1480,+
3374,ihf,b1507,+
3375,ihf,b1508,+
3376,ihf,b1656,-
3377,ihf,b1679,+
3378,ihf,b1680,+
3379,ihf,b1681,+
3380,ihf,b1682,+
3381,ihf,b1683,+
3382,ihf,b1684,+
3383,ihf,b1712,-
3384,ihf,b1739,-
3385,ihf,b1891,-
3386,ihf,b1892,-
3387,ihf,b1907,-
3388,ihf,b1920,-
3389,ihf,b1921,-
3390,ihf,b1922,-
3391,ihf,b2163,+
3392,ihf,b2215,-
3393,ihf,b2221,+
3394,ihf,b2222,+
3395,ihf,b2223,+
3396,ihf,b2224,+
3397,ihf,b2239,-
3398,ihf,b2240,-
3399,ihf,b2276,-
3400,ihf,b2277,-
3401,ihf,b2278,-
3402,ihf,b2279,-
3403,ihf,b2280,-
3404,ihf,b2281,-
3405,ihf,b2282,-
3406,ihf,b2283,-
3407,ihf,b2284,-
3408,ihf,b2285,-
3409,ihf,b2286,-
3410,ihf,b2287,-
3411,ihf,b2288,-
3412,ihf,b2435,-
3413,ihf,b2436,-
3414,ihf,b2570,-
3415,ihf,b2571,-
3416,ihf,b2572,-
3417,ihf,b2573,-
3418,ihf,b2677,+
3419,ihf,b2678,+
3420,ihf,b2679,+
3421,ihf,b2710,+-
3422,ihf,b2711,+-
3423,ihf,b2717,+
3424,ihf,b2718,+
3425,ihf,b2719,+
3426,ihf,b2720,+
3427,ihf,b2721,+
3428,ihf,b2722,+
3429,ihf,b2723,+
3430,ihf,b2724,+
3431,ihf,b2725,+
3432,ihf,b2726,+
3433,ihf,b2727,+
3434,ihf,b2728,+
3435,ihf,b2729,+
3436,ihf,b2730,+
3437,ihf,b2731,+
3438,ihf,b2762,+
3439,ihf,b2763,+
3440,ihf,b2764,+
3441,ihf,b2975,+
3442,ihf,b2976,+
3443,ihf,b2977,+
3444,ihf,b2979,+
3445,ihf,b3073,?
3446,ihf,b3113,+
3447,ihf,b3114,+
3448,ihf,b3115,+
3449,ihf,b3116,+
3450,ihf,b3117,+
3451,ihf,b3118,+
3452,ihf,b3161,-
3453,ihf,b3212,+
3454,ihf,b3213,+
3455,ihf,b3214,+
3456,ihf,b3227,+
3457,ihf,b3260,+
3458,ihf,b3261,+
3459,ihf,b3365,+-
3460,ihf,b3366,+-
3461,ihf,b3367,+-
3462,ihf,b3368,+-
3463,ihf,b3404,-
3464,ihf,b3405,-
3465,ihf,b3421,+
3466,ihf,b3461,+
3467,ihf,b3494,-
3468,ihf,b3495,+
3469,ihf,b3540,+
3470,ihf,b3541,+
3471,ihf,b3542,+
3472,ihf,b3543,+
3473,ihf,b3544,+
3474,ihf,b3574,-
3475,ihf,b3575,+
3476,ihf,b3576,+
3477,ihf,b3577,+
3478,ihf,b3578,+
3479,ihf,b3579,+
3480,ihf,b3580,+
3481,ihf,b3581,+
3482,ihf,b3582,+
3483,ihf,b3583,+
3484,ihf,b3686,+
3485,ihf,b3724,+
3486,ihf,b3725,+
3487,ihf,b3726,+
3488,ihf,b3727,+
3489,ihf,b3728,+
3490,ihf,b3766,+-
3491,ihf,b3769,+-
3492,ihf,b3770,+-
3493,ihf,b3771,+-
3494,ihf,b3772,+-
3495,ihf,b3908,-
3496,ihf,b4014,+
3497,ihf,b4015,+
3498,ihf,b4016,+
3499,ihf,b4026,+
3500,ihf,b4027,+
3501,ihf,b4028,+
3502,ihf,b4029,+
3503,ihf,b4039,-
3504,ihf,b4040,-
3505,ihf,b4050,+
3506,ihf,b4067,-
3507,ihf,b4068,-
3508,ihf,b4069,-
3509,ihf,b4070,+-
3510,ihf,b4071,+-
3511,ihf,b4072,+-
3512,ihf,b4073,+-
3513,ihf,b4074,+-
3514,ihf,b4075,+-
3515,ihf,b4076,+-
3516,ihf,b4117,+
3517,ihf,b4192,-
3518,ihf,b4193,-
3519,ihf,b4194,-
3520,ihf,b4195,-
3521,ihf,b4196,-
3522,ihf,b4197,-
3523,ihf,b4198,-
3524,ihf,b4312,+
3525,ihf,b4314,+
3526,ihf,b4315,+
3527,ihf,b4316,+
3528,ihf,b4317,+
3529,ihf,b4318,+
3530,ihf,b4319,+
3531,ihf,b4320,+
3532,ihf,b4376,-
3533,ihf,b4467,+
3534,ihf,b4468,+
3535,ihf,b4471,+
3536,ihf,b4475,+
3537,ihf,b4669,+-
3538,ile-tRNA,b0002,-
3539,ile-tRNA,b0003,-
3540,ile-tRNA,b0004,-
3541,ile-tRNA,b3769,-
3542,ile-tRNA,b3770,-
3543,ile-tRNA,b3771,-
3544,ile-tRNA,b3772,-
3545,ile-tRNA,b4488_1,-
3546,ile-tRNA,b4488_2,-
3547,ile-tRNA,b4669,-
3548,ilvY,b3773,-
3549,ilvY,b3774,+
3550,iscR,b0156,-
3551,iscR,b0972,-
3552,iscR,b0973,-
3553,iscR,b0974,-
3554,iscR,b0975,-
3555,iscR,b0976,-
3556,iscR,b0977,-
3557,iscR,b1679,+
3558,iscR,b1680,+
3559,iscR,b1681,+
3560,iscR,b1682,+
3561,iscR,b1683,+
3562,iscR,b1684,+
3563,iscR,b1706,+
3564,iscR,b2202,-
3565,iscR,b2203,-
3566,iscR,b2204,-
3567,iscR,b2205,-
3568,iscR,b2206,-
3569,iscR,b2207,-
3570,iscR,b2208,-
3571,iscR,b2528,-
3572,iscR,b2529,-
3573,iscR,b2530,-
3574,iscR,b2531,-
3575,iscR,b2630,-
3576,iscR,b2631,-
3577,iscR,b2673,+
3578,iscR,b2674,+
3579,iscR,b2675,+
3580,iscR,b2676,+
3581,iscR,b3414,-
3582,kdgR,b1850,-
3583,kdgR,b1851,-
3584,kdpE,b0696,+
3585,kdpE,b0697,+
3586,kdpE,b0698,+
3587,kdpE,b4513,+
3588,lacI,b0342,-
3589,lacI,b0343,-
3590,lacI,b0344,-
3591,leu-tRNA,b0071,-
3592,leu-tRNA,b0072,-
3593,leu-tRNA,b0073,-
3594,leu-tRNA,b0074,-
3595,leu-tRNA,b3670,-
3596,leu-tRNA,b3671,-
3597,leu-tRNA,b3769,-
3598,leu-tRNA,b3770,-
3599,leu-tRNA,b3771,-
3600,leu-tRNA,b3772,-
3601,leu-tRNA,b4488_1,-
3602,leu-tRNA,b4488_2,-
3603,leu-tRNA,b4669,-
3604,leuO,b0071,+
3605,leuO,b0072,+
3606,leuO,b0073,+
3607,leuO,b0074,+
3608,leuO,b0075,+
3609,leuO,b0076,+-
3610,leuO,b2754,+
3611,leuO,b2755,+
3612,leuO,b2756,+
3613,leuO,b2757,+
3614,leuO,b2758,+
3615,leuO,b2759,+
3616,leuO,b2760,+
3617,leuO,b3721,+
3618,leuO,b3722,+
3619,leuO,b3723,+
3620,leuO,b4133,-
3621,leuO,b4365,+
3622,leuO,b4366,+
3623,lexA,b0060,-
3624,lexA,b0083,-
3625,lexA,b0084,-
3626,lexA,b0085,-
3627,lexA,b0086,-
3628,lexA,b0087,-
3629,lexA,b0088,-
3630,lexA,b0089,-
3631,lexA,b0090,-
3632,lexA,b0091,-
3633,lexA,b0092,-
3634,lexA,b0093,-
3635,lexA,b0094,-
3636,lexA,b0095,-
3637,lexA,b0096,-
3638,lexA,b0225,-
3639,lexA,b0226,-
3640,lexA,b0231,-
3641,lexA,b0232,-
3642,lexA,b0233,-
3643,lexA,b0234,-
3644,lexA,b0685,-
3645,lexA,b0708,-
3646,lexA,b0779,-
3647,lexA,b0799,-
3648,lexA,b0800,-
3649,lexA,b0890,-
3650,lexA,b0958,-
3651,lexA,b1061,-
3652,lexA,b1183,-
3653,lexA,b1184,-
3654,lexA,b1728,-
3655,lexA,b1741,-
3656,lexA,b1848,-
3657,lexA,b1860,-
3658,lexA,b1861,-
3659,lexA,b1913,-
3660,lexA,b1914,-
3661,lexA,b2009,-
3662,lexA,b2616,-
3663,lexA,b2698,-
3664,lexA,b2699,-
3665,lexA,b2819,-
3666,lexA,b2820,-
3667,lexA,b2821,-
3668,lexA,b3065,-
3669,lexA,b3066,-
3670,lexA,b3067,-
3671,lexA,b3558,-
3672,lexA,b3645,-
3673,lexA,b3813,-
3674,lexA,b3822,-
3675,lexA,b4043,-
3676,lexA,b4044,-
3677,lexA,b4058,-
3678,lexA,b4059,-
3679,lexA,b4347,-
3680,lexA,b4415,-
3681,lexA,b4613,-
3682,lexA,b4618,-
3683,lldR,b3603,+-
3684,lldR,b3604,+-
3685,lldR,b3605,+-
3686,lrhA,b0076,+
3687,lrhA,b1891,-
3688,lrhA,b1892,-
3689,lrhA,b2289,+
3690,lrhA,b4313,+
3691,lrp,b0001,+-
3692,lrp,b0002,+-
3693,lrp,b0003,+-
3694,lrp,b0004,+-
3695,lrp,b0071,+-
3696,lrp,b0072,+-
3697,lrp,b0073,+-
3698,lrp,b0074,+-
3699,lrp,b0075,+-
3700,lrp,b0077,+-
3701,lrp,b0078,+-
3702,lrp,b0093,-
3703,lrp,b0094,-
3704,lrp,b0095,-
3705,lrp,b0139,+-
3706,lrp,b0140,+-
3707,lrp,b0237,+-
3708,lrp,b0294,+-
3709,lrp,b0306,+-
3710,lrp,b0307,+-
3711,lrp,b0308,+-
3712,lrp,b0401,-
3713,lrp,b0402,+-
3714,lrp,b0415,+-
3715,lrp,b0416,+-
3716,lrp,b0565,+-
3717,lrp,b0753,+-
3718,lrp,b0754,+-
3719,lrp,b0788,+-
3720,lrp,b0789,+-
3721,lrp,b0790,+-
3722,lrp,b0802,+-
3723,lrp,b0854,+-
3724,lrp,b0855,+-
3725,lrp,b0856,+-
3726,lrp,b0857,+-
3727,lrp,b0861,+-
3728,lrp,b0862,+-
3729,lrp,b0863,+-
3730,lrp,b0864,+-
3731,lrp,b0868,+-
3732,lrp,b0889,-
3733,lrp,b0899,+-
3734,lrp,b0907,+-
3735,lrp,b0908,+-
3736,lrp,b0928,+-
3737,lrp,b1063,+-
3738,lrp,b1116,+-
3739,lrp,b1117,+-
3740,lrp,b1118,+-
3741,lrp,b1119,+-
3742,lrp,b1169,+-
3743,lrp,b1189,+-
3744,lrp,b1190,+-
3745,lrp,b1198,+-
3746,lrp,b1199,+-
3747,lrp,b1200,+-
3748,lrp,b1241,+-
3749,lrp,b1243,+-
3750,lrp,b1244,+-
3751,lrp,b1245,+-
3752,lrp,b1246,+-
3753,lrp,b1247,+-
3754,lrp,b1273,+-
3755,lrp,b1284,+-
3756,lrp,b1323,+-
3757,lrp,b1333,+-
3758,lrp,b1482,+-
3759,lrp,b1498,-
3760,lrp,b1605,+-
3761,lrp,b1606,+-
3762,lrp,b1634,+-
3763,lrp,b1744,+-
3764,lrp,b1745,+-
3765,lrp,b1746,+-
3766,lrp,b1747,+-
3767,lrp,b1748,+-
3768,lrp,b1798,+-
3769,lrp,b1814,+-
3770,lrp,b1907,+-
3771,lrp,b1957,+-
3772,lrp,b2012,+-
3773,lrp,b2013,+-
3774,lrp,b2119,+-
3775,lrp,b2120,+-
3776,lrp,b2121,+-
3777,lrp,b2122,+-
3778,lrp,b2156,+
3779,lrp,b2163,+
3780,lrp,b2175,+-
3781,lrp,b2202,+-
3782,lrp,b2203,+-
3783,lrp,b2204,+-
3784,lrp,b2205,+-
3785,lrp,b2206,+-
3786,lrp,b2207,+-
3787,lrp,b2208,+-
3788,lrp,b2209,+-
3789,lrp,b2210,+-
3790,lrp,b2211,+
3791,lrp,b2215,-
3792,lrp,b2289,+-
3793,lrp,b2290,+-
3794,lrp,b2298,+-
3795,lrp,b2341,+
3796,lrp,b2342,+
3797,lrp,b2343,+-
3798,lrp,b2448,+-
3799,lrp,b2449,+-
3800,lrp,b2497,-
3801,lrp,b2498,-
3802,lrp,b2499,-
3803,lrp,b2500,-
3804,lrp,b2502,+-
3805,lrp,b2535,+-
3806,lrp,b2659,+
3807,lrp,b2660,+
3808,lrp,b2661,+
3809,lrp,b2662,+
3810,lrp,b2663,+
3811,lrp,b2669,+-
3812,lrp,b2670,+
3813,lrp,b2796,+-
3814,lrp,b2797,+-
3815,lrp,b2844,+-
3816,lrp,b2903,+
3817,lrp,b2904,+
3818,lrp,b2905,+
3819,lrp,b2912,-
3820,lrp,b2913,+-
3821,lrp,b2923,+
3822,lrp,b2942,+-
3823,lrp,b2957,+-
3824,lrp,b3073,-
3825,lrp,b3089,+-
3826,lrp,b3113,+-
3827,lrp,b3114,+-
3828,lrp,b3115,+-
3829,lrp,b3116,+-
3830,lrp,b3117,+-
3831,lrp,b3118,+-
3832,lrp,b3161,+-
3833,lrp,b3212,+-
3834,lrp,b3213,+-
3835,lrp,b3214,+-
3836,lrp,b3238,+-
3837,lrp,b3418,+
3838,lrp,b3427,+-
3839,lrp,b3439,+-
3840,lrp,b3454,-
3841,lrp,b3455,-
3842,lrp,b3456,-
3843,lrp,b3457,-
3844,lrp,b3458,-
3845,lrp,b3460,-
3846,lrp,b3496,+-
3847,lrp,b3508,-
3848,lrp,b3509,-
3849,lrp,b3510,-
3850,lrp,b3523,+-
3851,lrp,b3540,+-
3852,lrp,b3541,+-
3853,lrp,b3542,+-
3854,lrp,b3543,+-
3855,lrp,b3544,+-
3856,lrp,b3572,+-
3857,lrp,b3616,+-
3858,lrp,b3617,+-
3859,lrp,b3670,+-
3860,lrp,b3671,+-
3861,lrp,b3672,+-
3862,lrp,b3673,+-
3863,lrp,b3766,-
3864,lrp,b3767,+-
3865,lrp,b3768,+-
3866,lrp,b3769,+-
3867,lrp,b3770,+-
3868,lrp,b3771,+-
3869,lrp,b3772,+-
3870,lrp,b4014,+-
3871,lrp,b4015,+-
3872,lrp,b4016,+-
3873,lrp,b4045,+-
3874,lrp,b4056,+-
3875,lrp,b4122,+-
3876,lrp,b4123,+-
3877,lrp,b4129,+-
3878,lrp,b4131,+
3879,lrp,b4132,+
3880,lrp,b4138,+-
3881,lrp,b4139,+-
3882,lrp,b4156,+-
3883,lrp,b4187,-
3884,lrp,b4208,+-
3885,lrp,b4217,+-
3886,lrp,b4313,+
3887,lrp,b4314,+
3888,lrp,b4315,+
3889,lrp,b4316,+
3890,lrp,b4317,+
3891,lrp,b4318,+
3892,lrp,b4319,+
3893,lrp,b4320,+
3894,lrp,b4325,+-
3895,lrp,b4376,+-
3896,lrp,b4388,+-
3897,lrp,b4389,+-
3898,lrp,b4471,+-
3899,lrp,b4669,-
3900,lsrR,b1511,-
3901,lsrR,b1512,-
3902,lsrR,b1513,-
3903,lsrR,b1514,-
3904,lsrR,b1515,-
3905,lsrR,b1516,-
3906,lsrR,b1517,-
3907,lsrR,b1518,-
3908,lsrR,b1519,-
3909,lysR,b2838,+
3910,lysR,b2839,-
3911,malI,b1620,-
3912,malI,b1621,-
3913,malI,b1622,-
3914,malT,b0403,+
3915,malT,b3416,+
3916,malT,b3417,+
3917,malT,b3571,+
3918,malT,b4032,+
3919,malT,b4033,+
3920,malT,b4034,+
3921,malT,b4035,+
3922,malT,b4036,+
3923,malT,b4037,+
3924,manganese,b1821,+
3925,marA,b0447,+
3926,marA,b0462,+
3927,marA,b0463,+
3928,marA,b0578,+
3929,marA,b0762,+
3930,marA,b0850,+
3931,marA,b0851,+
3932,marA,b0852,+
3933,marA,b0853,+
3934,marA,b0871,+
3935,marA,b0950,+
3936,marA,b0951,+
3937,marA,b0952,+
3938,marA,b1014,+
3939,marA,b1276,+
3940,marA,b1415,+
3941,marA,b1452,+
3942,marA,b1530,+
3943,marA,b1531,+
3944,marA,b1532,+
3945,marA,b1611,+
3946,marA,b1852,+
3947,marA,b2159,+
3948,marA,b2237,+
3949,marA,b2509,+
3950,marA,b3035,+
3951,marA,b3037,+
3952,marA,b3038,+
3953,marA,b3191,+
3954,marA,b3192,+
3955,marA,b3193,+
3956,marA,b3194,+
3957,marA,b3195,+
3958,marA,b3506,-
3959,marA,b3507,-
3960,marA,b3508,-
3961,marA,b3509,-
3962,marA,b3510,-
3963,marA,b3624,+
3964,marA,b3625,+
3965,marA,b3908,+
3966,marA,b3924,+
3967,marA,b4177,-
3968,marA,b4396,-
3969,marR,b1530,-
3970,marR,b1531,-
3971,marR,b1532,-
3972,matA,b0294,+
3973,matA,b1891,-
3974,matA,b1892,-
3975,matA,b1920,-
3976,matA,b1921,-
3977,matA,b1922,-
3978,matA,b1923,-
3979,mazE,b2781,-
3980,mazE,b2782,-
3981,mazE,b2783,-
3982,mazE;mazF,b2781,-
3983,mazE;mazF,b2782,-
3984,mazE;mazF,b2783,-
3985,mcbR,b0806,-
3986,mcbR,b1257,+
3987,mcbR,b1258,+
3988,mcbR,b1259,+
3989,melR,b4118,+-
3990,melR,b4119,+-
3991,melR,b4120,+-
3992,metJ,b0197,-
3993,metJ,b0198,-
3994,metJ,b0199,-
3995,metJ,b0605,-
3996,metJ,b0606,-
3997,metJ,b2152,-
3998,metJ,b2153,-
3999,metJ,b2942,-
4000,metJ,b3008,-
4001,metJ,b3828,-
4002,metJ,b3829,-
4003,metJ,b3939,-
4004,metJ,b3940,-
4005,metJ,b3941,-
4006,metJ,b4013,-
4007,metR,b2551,+-
4008,metR,b2552,+
4009,metR,b3828,-
4010,metR,b3829,+
4011,metR,b4019,+
4012,mhpR,b0347,+
4013,mhpR,b0348,+
4014,mhpR,b0349,+
4015,mhpR,b0350,+
4016,mhpR,b0351,+
4017,mhpR,b0352,+
4018,mlc,b1101,-
4019,mlc,b1593,-
4020,mlc,b1594,-
4021,mlc,b1817,-
4022,mlc,b1818,-
4023,mlc,b1819,-
4024,mlc,b2415,-
4025,mlc,b2416,-
4026,mlc,b2417,-
4027,mlc,b3418,-
4028,mlrA,b1037,+
4029,mlrA,b1038,+
4030,mlrA,b1039,+
4031,mlrA,b1040,+
4032,mlrA,b3183,+
4033,mlrA,b3184,+
4034,mlrA,b3185,+
4035,mlrA,b3186,+
4036,mlrA,b3190,+
4037,mlrA,b4133,+
4038,mngR,b0730,-
4039,mngR,b0731,-
4040,mngR,b0732,-
4041,mntR,b0812,-
4042,mntR,b1821,+
4043,mntR,b2392,-
4044,mntR,b4705,-
4045,modE,b0763,-
4046,modE,b0764,-
4047,modE,b0765,-
4048,modE,b0781,+
4049,modE,b0782,+
4050,modE,b0783,+
4051,modE,b0784,+
4052,modE,b0785,+
4053,modE,b0894,-
4054,modE,b0895,-
4055,modE,b0896,-
4056,modE,b1221,+
4057,modE,b1222,+
4058,modE,b1243,-
4059,modE,b1244,-
4060,modE,b1245,-
4061,modE,b1246,-
4062,modE,b1247,-
4063,modE,b2194,+
4064,modE,b2195,+
4065,modE,b2196,+
4066,modE,b2197,+
4067,modE,b2198,+
4068,modE,b2199,+
4069,modE,b2200,+
4070,modE,b2201,+
4071,modE,b2202,+
4072,modE,b2203,+
4073,modE,b2204,+
4074,modE,b2205,+
4075,modE,b2206,+
4076,modE,b2207,+
4077,modE,b2208,+
4078,modE,b2717,+
4079,modE,b2718,+
4080,modE,b2719,+
4081,modE,b2720,+
4082,modE,b2721,+
4083,modE,b2722,+
4084,modE,b2723,+
4085,modE,b2724,+
4086,modE,b2725,+
4087,modE,b4381,-
4088,modE,b4382,-
4089,modE,b4383,-
4090,modE,b4384,-
4091,molybdopterin,b0781,-
4092,molybdopterin,b0782,-
4093,molybdopterin,b0783,-
4094,molybdopterin,b0784,-
4095,molybdopterin,b0785,-
4096,mprA,b0462,-
4097,mprA,b0463,-
4098,mprA,b2684,-
4099,mprA,b2685,-
4100,mprA,b2686,-
4101,mqsA,b0880,-
4102,mqsA,b1037,-
4103,mqsA,b1038,-
4104,mqsA,b1039,-
4105,mqsA,b1040,-
4106,mqsA,b2741,-
4107,mqsA,b3021,-
4108,mqsA,b3022,-
4109,mraZ,b0081,-
4110,mraZ,b0082,-
4111,mraZ,b0083,-
4112,mraZ,b0084,-
4113,mraZ,b0085,-
4114,mraZ,b0086,-
4115,mraZ,b0087,-
4116,mraZ,b0088,-
4117,mraZ,b0089,-
4118,mraZ,b0090,-
4119,mraZ,b0091,-
4120,mraZ,b0092,-
4121,mraZ,b0093,-
4122,mraZ,b0094,-
4123,mraZ,b0095,-
4124,mraZ,b0096,-
4125,mraZ,b3742,-
4126,murR,b2427,+-
4127,murR,b2428,-
4128,murR,b2429,-
4129,nac,G0-10544,?
4130,nac,b0034,?
4131,nac,b0071,?
4132,nac,b0072,?
4133,nac,b0073,?
4134,nac,b0074,?
4135,nac,b0075,?
4136,nac,b0154,?
4137,nac,b0162,?
4138,nac,b0164,?
4139,nac,b0166,?
4140,nac,b0167,?
4141,nac,b0168,?
4142,nac,b0169,?
4143,nac,b0170,?
4144,nac,b0209,?
4145,nac,b0210,?
4146,nac,b0220,?
4147,nac,b0232,?
4148,nac,b0233,?
4149,nac,b0234,?
4150,nac,b0336,+
4151,nac,b0337,+
4152,nac,b0338,?
4153,nac,b0339,?
4154,nac,b0340,?
4155,nac,b0362,?
4156,nac,b0379,?
4157,nac,b0380,?
4158,nac,b0381,?
4159,nac,b0413,?
4160,nac,b0414,?
4161,nac,b0415,?
4162,nac,b0416,?
4163,nac,b0417,?
4164,nac,b0418,?
4165,nac,b0473,?
4166,nac,b0478,?
4167,nac,b0506,?
4168,nac,b0510,?
4169,nac,b0514,?
4170,nac,b0524,?
4171,nac,b0525,?
4172,nac,b0526,?
4173,nac,b0557,?
4174,nac,b0565,?
4175,nac,b0566,?
4176,nac,b0581,?
4177,nac,b0607,?
4178,nac,b0608,?
4179,nac,b0638,?
4180,nac,b0639,?
4181,nac,b0640,?
4182,nac,b0641,?
4183,nac,b0642,?
4184,nac,b0656,?
4185,nac,b0659,?
4186,nac,b0660,?
4187,nac,b0703,?
4188,nac,b0704,?
4189,nac,b0708,?
4190,nac,b0720,?
4191,nac,b0721,?
4192,nac,b0722,?
4193,nac,b0723,?
4194,nac,b0724,?
4195,nac,b0726,?
4196,nac,b0727,?
4197,nac,b0728,?
4198,nac,b0729,?
4199,nac,b0733,?
4200,nac,b0734,?
4201,nac,b0736,?
4202,nac,b0737,?
4203,nac,b0738,?
4204,nac,b0739,?
4205,nac,b0740,?
4206,nac,b0741,?
4207,nac,b0742,?
4208,nac,b0770,?
4209,nac,b0781,?
4210,nac,b0782,?
4211,nac,b0783,?
4212,nac,b0784,?
4213,nac,b0785,?
4214,nac,b0807,?
4215,nac,b0840,?
4216,nac,b0866,?
4217,nac,b0867,?
4218,nac,b0884,?
4219,nac,b0888,?
4220,nac,b0889,?
4221,nac,b0894,?
4222,nac,b0895,?
4223,nac,b0896,?
4224,nac,b0929,?
4225,nac,b0939,?
4226,nac,b0940,?
4227,nac,b0941,?
4228,nac,b0942,?
4229,nac,b0943,?
4230,nac,b0944,?
4231,nac,b0948,?
4232,nac,b0949,?
4233,nac,b0957,?
4234,nac,b0996,?
4235,nac,b0997,?
4236,nac,b0998,?
4237,nac,b1003,?
4238,nac,b1004,?
4239,nac,b1006,?
4240,nac,b1007,?
4241,nac,b1008,?
4242,nac,b1009,?
4243,nac,b1010,?
4244,nac,b1011,?
4245,nac,b1012,?
4246,nac,b1020,?
4247,nac,b1021,?
4248,nac,b1022,?
4249,nac,b1023,?
4250,nac,b1024,?
4251,nac,b1025,?
4252,nac,b1053,?
4253,nac,b1096,?
4254,nac,b1097,?
4255,nac,b1098,?
4256,nac,b1099,?
4257,nac,b1100,?
4258,nac,b1113,?
4259,nac,b1116,?
4260,nac,b1117,?
4261,nac,b1118,?
4262,nac,b1177,?
4263,nac,b1185,?
4264,nac,b1196,?
4265,nac,b1223,?
4266,nac,b1243,?
4267,nac,b1244,?
4268,nac,b1245,?
4269,nac,b1246,?
4270,nac,b1247,?
4271,nac,b1283,?
4272,nac,b1295,?
4273,nac,b1335,?
4274,nac,b1336,?
4275,nac,b1337,?
4276,nac,b1338,?
4277,nac,b1339,?
4278,nac,b1340,?
4279,nac,b1371,?
4280,nac,b1372,?
4281,nac,b1373,?
4282,nac,b1384,+
4283,nac,b1401,?
4284,nac,b1423,?
4285,nac,b1440,+
4286,nac,b1441,+
4287,nac,b1442,+
4288,nac,b1443,+
4289,nac,b1444,+
4290,nac,b1449,?
4291,nac,b1454,?
4292,nac,b1483,?
4293,nac,b1484,?
4294,nac,b1485,?
4295,nac,b1486,?
4296,nac,b1487,?
4297,nac,b1488,?
4298,nac,b1501,?
4299,nac,b1529,?
4300,nac,b1530,?
4301,nac,b1531,?
4302,nac,b1532,?
4303,nac,b1537,?
4304,nac,b1553,?
4305,nac,b1554,?
4306,nac,b1555,?
4307,nac,b1556,?
4308,nac,b1583,?
4309,nac,b1584,?
4310,nac,b1587,?
4311,nac,b1588,?
4312,nac,b1589,?
4313,nac,b1590,?
4314,nac,b1591,?
4315,nac,b1602,?
4316,nac,b1603,?
4317,nac,b1621,?
4318,nac,b1622,?
4319,nac,b1634,?
4320,nac,b1661,?
4321,nac,b1691,?
4322,nac,b1692,?
4323,nac,b1693,?
4324,nac,b1694,?
4325,nac,b1695,?
4326,nac,b1707,?
4327,nac,b1712,?
4328,nac,b1713,?
4329,nac,b1714,?
4330,nac,b1715,?
4331,nac,b1716,?
4332,nac,b1717,?
4333,nac,b1718,?
4334,nac,b1719,?
4335,nac,b1723,?
4336,nac,b1761,-
4337,nac,b1823,?
4338,nac,b1824,?
4339,nac,b1828,?
4340,nac,b1839,?
4341,nac,b1840,?
4342,nac,b1841,?
4343,nac,b1858,?
4344,nac,b1859,?
4345,nac,b1867,?
4346,nac,b1868,?
4347,nac,b1895,?
4348,nac,b1900,?
4349,nac,b1901,?
4350,nac,b1902,?
4351,nac,b1916,?
4352,nac,b1932,?
4353,nac,b1981,?
4354,nac,b1988,-
4355,nac,b1991,?
4356,nac,b1992,?
4357,nac,b1993,?
4358,nac,b2011,?
4359,nac,b2028,?
4360,nac,b2037,?
4361,nac,b2038,?
4362,nac,b2039,?
4363,nac,b2046,?
4364,nac,b2047,?
4365,nac,b2048,?
4366,nac,b2049,?
4367,nac,b2050,?
